锦江区	48.38
成华区	49.1
成华区	49.29
武侯区	58.71
高新区	58.71
青羊区	27.73
青羊区	48.38
锦江区	48.97
锦江区	48.97
锦江区	49.1
金牛区	49.71
青羊区	49.1
武侯区	47.98
武侯区	48.94
青羊区	49.03
锦江区	48.8
锦江区	29.16
锦江区	49.66
成华区	49.86
成华区	49.86
青羊区	49.55
青羊区	49.33
锦江区	47.98
金牛区	48.94
成华区	48.94
锦江区	49.18
金牛区	49.19
武侯区	49.67
武侯区	49.66
锦江区	49.19
青羊区	49.11
锦江区	29.35
锦江区	29.35
高新区	48.95
高新区	49.04
锦江区	49.52
武侯区	49.18
武侯区	49.1
成华区	49.43
青羊区	49.33
锦江区	49.86
青羊区	49.55
锦江区	48.94
锦江区	48.94
武侯区	49.01
武侯区	49.01
高新区	49.01
青羊区	49.41
金牛区	49.0
金牛区	49.01
金牛区	49.41
青羊区	49.66
成华区	49.59
金牛区	48.95
锦江区	48.95
金牛区	49.41
青羊区	49.01
锦江区	48.88
锦江区	49.33
锦江区	49.33
武侯区	49.33
金牛区	49.92
成华区	48.86
武侯区	49.75
青羊区	49.18
武侯区	49.52
金牛区	49.52
成华区	55.33
青羊区	53.22
成华区	55.33
武侯区	38.88
武侯区	39.9
青羊区	39.77
青羊区	39.9
金牛区	39.9
锦江区	39.9
锦江区	39.9
锦江区	39.9
青羊区	48.74
成华区	49.9
青羊区	50.76
武侯区	49.66
